# File gs1826-24_4.177h.dat
# Created Wed Jan 13 12:10:01 2016
#
# This profile forms part of the sample assembled for the paper
#   "Thermonuclear burst observations for model comparisons: a reference
#   catalogue" by Galloway, Goodwin & Keek (2017), PASA 34, e019
#   DOI: https://doi.org/10.1017/pasa.2017.12; published online: 19/4/2017
#
# The dataset can be cited as
#   Duncan K. Galloway (2017). Dataset: Thermonuclear Burst Observations for
#   Model Comparisons: A Reference Sample.
#   DOI: http://dx.doi.org/10.4225/50/58e720d5d95a7
#
# This profile is an average calculated from the profiles of MINBAR bursts 
# #2675, 2677, 2678, 2679, & 2681
# (#14, 16, 17, 19 & 20 in Galloway et al. 2008, ApJS 179, 360), of
# GS 1826-24, observed on
# MJD 51808 by the Rossi X-ray Timing Explorer (RXTE).
# Burst #2681 is the "key", from which the time bins for the average
# profile are taken.
# Two additional bursts (#2676 & 2680, or #15 & 18 in G08) observed on
# that day were excluded from the average because high time resolution
# data covering the burst was not available. 
# 
# For full details of the source sample see
# http://burst.sci.monash.edu/minbar 
#
# The burst recurrence time is derived from a linear fit to the times of
# these 7 RXTE bursts and 25 additional bursts observed by BeppoSAX/WFC
# around the same time. 
# The fit incorporates intrinsic variations in the
# recurrence time, arising (for example) from the variations in accretion
# rate over the interval
#
# Assumed cycle count is
# [0,2,7,13,15,17,18,19,20,21,22]
# Average recurrence time is 4.177 +/- 0.010 hr.
#
# This version of the data now includes deadtime correction (see 
# http://heasarc.gsfc.nasa.gov/docs/xte/recipes/pca_deadtime.html)
# and has the updated effective area of the v11.7 responses (see
# http://www.universe.nasa.gov/xrays/programs/rxte/pca/doc/rmf/pca-arf-2011
#
# All uncertainties below are at 1-sigma (68%) confidence. Note that the
# time value specifies the BEGINNING of the time bin
#
# Columns are:
# 'Time [s]' 'dt [s]' 'flux [10^-9 erg/cm^2/s]' 'flux error [10^-9 erg/cm^2/s]' 'blackbody temperature kT [keV]' 'kT error [keV]' 'blackbody normalisation K_bb [(km/d_10kpc)^2]' 'K_bb error [(km/d_10kpc)^2]' chi-sq
 -1.750  0.500   1.63    0.054   1.865  0.108   13.891   4.793  0.917
 -1.250  0.500   2.88    1.005   1.862  0.246   22.220   4.443  1.034
 -0.750  0.500   4.38    1.107   1.902  0.093   30.247   2.943  1.089
 -0.250  0.500   6.57    0.463   1.909  0.080   46.936   6.969  0.849
  0.250  0.500   8.37    0.326   1.987  0.040   50.126   3.919  1.027
  0.750  0.500  10.17    0.421   2.001  0.033   59.166   4.768  0.906
  1.250  0.500  11.91    0.825   2.008  0.068   68.785   8.026  1.178
  1.750  0.500  13.43    0.936   2.034  0.093   74.460  14.645  1.221
  2.250  0.500  15.13    1.327   2.011  0.034   85.734   3.085  1.057
  2.750  0.500  16.35    0.750   2.018  0.053   92.141   9.009  1.112
  3.250  0.500  17.94    0.410   2.016  0.018  101.125   3.179  1.073
  3.750  0.500  19.61    0.304   2.025  0.045  109.106  10.820  1.027
  4.250  0.500  21.23    0.739   2.057  0.075  111.125  12.669  1.010
  4.750  0.500  22.70    0.553   2.087  0.036  111.632   6.509  1.161
  5.250  0.500  24.02    0.691   2.112  0.045  112.767   9.643  1.169
  5.750  0.500  25.54    0.444   2.156  0.056  110.549  11.508  1.068
  6.250  0.500  26.62    0.677   2.191  0.057  108.037  10.238  1.012
  6.750  0.500  27.07    0.375   2.212  0.026  105.420   6.016  1.269
  7.250  0.500  28.05    0.755   2.199  0.048  112.105   7.953  1.058
  7.750  0.500  28.22    0.700   2.264  0.021  100.114   2.477  1.004
